src,tar,src_type,tar_type
net36,_595_/A1,net,pin
net36,_585_/A1,net,pin
net36,_557_/A1,net,pin
net36,_552_/A1,net,pin
net36,_525_/A1,net,pin
net36,_521_/A1,net,pin
net36,_501_/A1,net,pin
net36,_482_/A1,net,pin
net36,_480_/A1,net,pin
net36,_479_/A1,net,pin
net36,_449_/A2,net,pin
net36,_402_/B,net,pin
_382_/Y,net36,pin,net
net37,output37/A,net,pin
_742_/SN,net37,pin,net
net37,_477_/C,net,pin
net37,_412_/B,net,pin
net38,output38/A,net,pin
net38,_500_/C,net,pin
_499_/Y,net38,pin,net
net39,output39/A,net,pin
net39,_523_/B2,net,pin
_520_/Y,net39,pin,net
input4/Y,net4,pin,net
net4,_656_/B,net,pin
net40,output40/A,net,pin
net40,_535_/C,net,pin
_534_/Y,net40,pin,net
net41,output41/A,net,pin
_709_/Y,net41,pin,net
net42,output42/A,net,pin
net42,_571_/C,net,pin
_570_/Y,net42,pin,net
net43,output43/A,net,pin
_710_/Y,net43,pin,net
net44,output44/A,net,pin
net44,_592_/B,net,pin
_591_/Y,net44,pin,net
net45,output45/A,net,pin
net45,_601_/C,net,pin
_600_/Y,net45,pin,net
net46,output46/A,net,pin
net46,_606_/C,net,pin
_605_/Y,net46,pin,net
net47,output47/A,net,pin
net47,_612_/C,net,pin
_611_/Y,net47,pin,net
net48,output48/A,net,pin
net48,_620_/B2,net,pin
_616_/Y,net48,pin,net
net49,output49/A,net,pin
net49,_624_/B2,net,pin
_621_/Y,net49,pin,net
input5/Y,net5,pin,net
net5,_660_/B,net,pin
net50,output50/A,net,pin
net50,_628_/B2,net,pin
_625_/Y,net50,pin,net
net51,output51/A,net,pin
net51,_633_/B2,net,pin
_630_/Y,net51,pin,net
net52,output52/A,net,pin
_711_/Y,net52,pin,net
net53,output53/A,net,pin
net53,_449_/B1,net,pin
_447_/Y,net53,pin,net
net54,rebuffer4/A,net,pin
net54,rebuffer3/A,net,pin
net54,rebuffer2/A,net,pin
net54,_625_/A,net,pin
rebuffer1/Y,net54,pin,net
net55,_432_/A1,net,pin
rebuffer2/Y,net55,pin,net
net56,_430_/A,net,pin
rebuffer3/Y,net56,pin,net
net57,_530_/A1,net,pin
net57,_491_/A1,net,pin
rebuffer4/Y,net57,pin,net
net58,rebuffer9/A,net,pin
net58,rebuffer8/A,net,pin
net58,rebuffer6/A,net,pin
rebuffer5/Y,net58,pin,net
net59,_580_/C,net,pin
net59,_549_/D,net,pin
net59,rebuffer7/A,net,pin
rebuffer6/Y,net59,pin,net
input6/Y,net6,pin,net
net6,_664_/B,net,pin
net60,_539_/A,net,pin
rebuffer7/Y,net60,pin,net
net61,_519_/A3,net,pin
rebuffer8/Y,net61,pin,net
net62,_558_/C,net,pin
net62,_406_/A,net,pin
net62,_528_/A,net,pin
rebuffer9/Y,net62,pin,net
net63,rebuffer11/A,net,pin
net63,_496_/A,net,pin
rebuffer10/Y,net63,pin,net
net64,_495_/A,net,pin
net64,_497_/A1,net,pin
net64,rebuffer12/A,net,pin
net64,_492_/A,net,pin
rebuffer11/Y,net64,pin,net
net65,_498_/A,net,pin
rebuffer12/Y,net65,pin,net
net66,rebuffer15/A,net,pin
net66,_405_/B,net,pin
net66,rebuffer14/A,net,pin
net66,_426_/B,net,pin
rebuffer13/Y,net66,pin,net
net67,_559_/A1,net,pin
rebuffer14/Y,net67,pin,net
net68,rebuffer16/A,net,pin
net68,_505_/A,net,pin
rebuffer15/Y,net68,pin,net
net69,_517_/A1,net,pin
net69,_516_/A,net,pin
rebuffer16/Y,net69,pin,net
input7/Y,net7,pin,net
net7,_669_/B,net,pin
net70,_427_/A2,net,pin
net70,_636_/A,net,pin
rebuffer17/Y,net70,pin,net
net71,rebuffer20/A,net,pin
net71,_529_/A2,net,pin
net71,rebuffer19/A,net,pin
rebuffer18/Y,net71,pin,net
net72,_489_/A2,net,pin
rebuffer19/Y,net72,pin,net
net73,rebuffer22/A,net,pin
net73,_405_/D,net,pin
net73,rebuffer21/A,net,pin
net73,_516_/B,net,pin
rebuffer20/Y,net73,pin,net
net74,_494_/B,net,pin
rebuffer21/Y,net74,pin,net
net75,_505_/B,net,pin
rebuffer22/Y,net75,pin,net
net76,_428_/A1,net,pin
rebuffer23/Y,net76,pin,net
net77,_405_/A,net,pin
net77,rebuffer25/A,net,pin
net77,_531_/A1,net,pin
rebuffer24/Y,net77,pin,net
net78,_426_/A,net,pin
rebuffer25/Y,net78,pin,net
net79,_520_/A,net,pin
net79,rebuffer27/A,net,pin
net79,_543_/B,net,pin
rebuffer26/Y,net79,pin,net
input8/Y,net8,pin,net
net8,_479_/A2,net,pin
net80,_546_/B,net,pin
rebuffer27/Y,net80,pin,net
net81,_611_/A,net,pin
rebuffer28/Y,net81,pin,net
net82,rebuffer30/A,net,pin
net82,_484_/A1,net,pin
rebuffer29/Y,net82,pin,net
net83,_411_/A,net,pin
net83,rebuffer32/A,net,pin
net83,rebuffer31/A,net,pin
net83,_510_/A,net,pin
rebuffer30/Y,net83,pin,net
net84,_420_/A,net,pin
rebuffer31/Y,net84,pin,net
net85,_486_/A,net,pin
rebuffer32/Y,net85,pin,net
net86,rebuffer36/A,net,pin
net86,_405_/C,net,pin
net86,rebuffer35/A,net,pin
net86,rebuffer34/A,net,pin
rebuffer33/Y,net86,pin,net
net87,_630_/A,net,pin
rebuffer34/Y,net87,pin,net
net88,_494_/A,net,pin
rebuffer35/Y,net88,pin,net
net89,_505_/C,net,pin
rebuffer36/Y,net89,pin,net
input9/Y,net9,pin,net
net9,_595_/A2,net,pin
net90,rebuffer39/A,net,pin
net90,_545_/A1,net,pin
net90,rebuffer38/A,net,pin
rebuffer37/Y,net90,pin,net
net91,_534_/A,net,pin
rebuffer38/Y,net91,pin,net
net92,_403_/C,net,pin
net92,_543_/A,net,pin
net92,rebuffer40/A,net,pin
net92,_541_/A1,net,pin
rebuffer39/Y,net92,pin,net
net93,_546_/A,net,pin
rebuffer40/Y,net93,pin,net
net94,rebuffer44/A,net,pin
net94,rebuffer43/A,net,pin
net94,_614_/A1,net,pin
net94,rebuffer42/A,net,pin
rebuffer41/Y,net94,pin,net
net95,_418_/A2,net,pin
rebuffer42/Y,net95,pin,net
net96,_605_/A,net,pin
rebuffer43/Y,net96,pin,net
net97,_411_/B,net,pin
net97,rebuffer46/A,net,pin
net97,rebuffer45/A,net,pin
net97,_610_/A1,net,pin
rebuffer44/Y,net97,pin,net
net98,_486_/B,net,pin
rebuffer45/Y,net98,pin,net
net99,_417_/B,net,pin
rebuffer46/Y,net99,pin,net
